song,artist,date,rank
Dive,Ed Sheeran,2017-03-25,49
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-03-25,50
Party,Chris Brown Featuring Usher &amp; Gucci Mane,2017-03-25,51
Slide,Calvin Harris Featuring Frank Ocean &amp; Migos,2017-03-25,52
Galway Girl,Ed Sheeran,2017-03-25,53
Both,Gucci Mane Featuring Drake,2017-03-25,54
Better Man,Little Big Town,2017-03-25,55
Despacito,Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber,2017-03-25,56
Goosebumps,Travis Scott,2017-03-25,57
Think A Little Less,Michael Ray,2017-03-25,58
Happier,Ed Sheeran,2017-03-25,59
How Far I'll Go,Auli'i Cravalho,2017-03-25,60
Look At Me!,XXXTENTACION,2017-03-25,61
Shining,DJ Khaled Featuring Beyonce &amp; JAY Z,2017-03-25,62
Everyday,Ariana Grande Featuring Future,2017-03-25,63
Deja Vu,J. Cole,2017-03-25,64
Fast,Luke Bryan,2017-03-25,65
Selfish,Future Featuring Rihanna,2017-03-25,66
I Got You,Bebe Rexha,2017-03-25,67
Play That Song,Train,2017-03-25,68
Redbone,Childish Gambino,2017-03-25,69
Any Ol' Barstool,Jason Aldean,2017-03-25,70
Moves,Big Sean,2017-03-25,71
New Man,Ed Sheeran,2017-03-25,72
Hurricane,Luke Combs,2017-03-25,73
Today,Brad Paisley,2017-03-25,74
Supermarket Flowers,Ed Sheeran,2017-03-25,75
Party Monster,The Weeknd,2017-03-25,76
Draco,Future,2017-03-25,77
Call On Me,Starley,2017-03-25,78
Heavy,Linkin Park Featuring Kiiara,2017-03-25,79
In Case You Didn't Know,Brett Young,2017-03-25,80
Comin Out Strong,Future Featuring The Weeknd,2017-03-25,81
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-03-25,82
What Do I Know?,Ed Sheeran,2017-03-25,83
How Would You Feel (Paean),Ed Sheeran,2017-03-25,84
Road Less Traveled,Lauren Alaina,2017-03-25,85
Losin Control,Russ,2017-03-25,86
The Weekend,Brantley Gilbert,2017-03-25,87
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-03-25,88
How Far I'll Go,Alessia Cara,2017-03-25,89
Eraser,Ed Sheeran,2017-03-25,90
Used To This,Future Featuring Drake,2017-03-25,91
The Fighter,Keith Urban Featuring Carrie Underwood,2017-03-25,92
Hearts Don't Break Around Here,Ed Sheeran,2017-03-25,93
Selfish,PnB Rock,2017-03-25,94
Hometown Girl,Josh Turner,2017-03-25,95
Barcelona,Ed Sheeran,2017-03-25,96
Chantaje,Shakira Featuring Maluma,2017-03-25,97
Yeah Boy,Kelsea Ballerini,2017-03-25,98
Star Of The Show,Thomas Rhett,2017-03-25,99
A Guy With A Girl,Blake Shelton,2017-03-25,100
Shape Of You,Ed Sheeran,2017-03-11,1
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-03-11,2
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017-03-11,3
That's What I Like,Bruno Mars,2017-03-11,4
Closer,The Chainsmokers Featuring Halsey,2017-03-11,5
Paris,The Chainsmokers,2017-03-11,6
Love On The Brain,Rihanna,2017-03-11,7
Chained To The Rhythm,Katy Perry Featuring Skip Marley,2017-03-11,8
Bounce Back,Big Sean,2017-03-11,9
Bad Things,Machine Gun Kelly x Camila Cabello,2017-03-11,10
I Feel It Coming,The Weeknd Featuring Daft Punk,2017-03-11,11
It Ain't Me,Kygo x Selena Gomez,2017-03-11,12
Fake Love,Drake,2017-03-11,13
Scars To Your Beautiful,Alessia Cara,2017-03-11,14
24K Magic,Bruno Mars,2017-03-11,15
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017-03-11,16
Starboy,The Weeknd Featuring Daft Punk,2017-03-11,17
Mercy,Shawn Mendes,2017-03-11,18
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017-03-11,19
iSpy,KYLE Featuring Lil Yachty,2017-03-11,20
Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,2017-03-11,21
Body Like A Back Road,Sam Hunt,2017-03-11,22
Cold,Maroon 5 Featuring Future,2017-03-11,23
Caroline,Amine,2017-03-11,24
Down,Marian Hill,2017-03-11,25
All Time Low,Jon Bellion,2017-03-11,26
Tunnel Vision,Kodak Black,2017-03-11,27
Say You Won't Let Go,James Arthur,2017-03-11,28
Can't Stop The Feeling!,Justin Timberlake,2017-03-11,29
Million Reasons,Lady Gaga,2017-03-11,30
Let Me Love You,DJ Snake Featuring Justin Bieber,2017-03-11,31
T-Shirt,Migos,2017-03-11,32
Issues,Julia Michaels,2017-03-11,33
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-03-11,34
Swang,Rae Sremmurd,2017-03-11,35
Congratulations,Post Malone Featuring Quavo,2017-03-11,36
Water Under The Bridge,Adele,2017-03-11,37
Heathens,twenty one pilots,2017-03-11,38
Better Man,Little Big Town,2017-03-11,39
Treat You Better,Shawn Mendes,2017-03-11,40
How Would You Feel (Paean),Ed Sheeran,2017-03-11,41
Dirt On My Boots,Jon Pardi,2017-03-11,42
I Got You,Bebe Rexha,2017-03-11,43
Love,Lana Del Rey,2017-03-11,44
Party,Chris Brown Featuring Usher &amp; Gucci Mane,2017-03-11,45
Draco,Future,2017-03-11,46
Broccoli,D.R.A.M. Featuring Lil Yachty,2017-03-11,47
This Town,Niall Horan,2017-03-11,48
Mask Off,Future,2017-03-11,49
Both,Gucci Mane Featuring Drake,2017-03-11,50
Location,Khalid,2017-03-11,51
Heavy,Linkin Park Featuring Kiiara,2017-03-11,52
Make Me (Cry),Noah Cyrus Featuring Labrinth,2017-03-11,53
Rent Money,Future,2017-03-11,54
Deja Vu,J. Cole,2017-03-11,55
Something Just Like This,The Chainsmokers &amp; Coldplay,2017-03-11,56
Shining,DJ Khaled Featuring Beyonce &amp; JAY Z,2017-03-11,57
Think A Little Less,Michael Ray,2017-03-11,58
Despacito,Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber,2017-03-11,59
Play That Song,Train,2017-03-11,60
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-03-11,61
Goosebumps,Travis Scott,2017-03-11,62
Moves,Big Sean,2017-03-11,63
Party Monster,The Weeknd,2017-03-11,64
Believer,Imagine Dragons,2017-03-11,65
Castle On The Hill,Ed Sheeran,2017-03-11,66
Used To This,Future Featuring Drake,2017-03-11,67
Rolex,Ayo &amp; Teo,2017-03-11,68
Love Me Now,John Legend,2017-03-11,69
Look At Me!,XXXTENTACION,2017-03-11,70
Today,Brad Paisley,2017-03-11,71
Call On Me,Starley,2017-03-11,72
Any Ol' Barstool,Jason Aldean,2017-03-11,73
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-03-11,74
Star Of The Show,Thomas Rhett,2017-03-11,75
Fast,Luke Bryan,2017-03-11,76
Reminder,The Weeknd,2017-03-11,77
Everyday,Ariana Grande Featuring Future,2017-03-11,78
A Guy With A Girl,Blake Shelton,2017-03-11,79
Chantaje,Shakira Featuring Maluma,2017-03-11,80
The Weekend,Brantley Gilbert,2017-03-11,81
Hurricane,Luke Combs,2017-03-11,82
Guys My Age,Hey Violet,2017-03-11,83
Seein' Red,Dustin Lynch,2017-03-11,84
No Heart,21 Savage &amp; Metro Boomin,2017-03-11,85
The Fighter,Keith Urban Featuring Carrie Underwood,2017-03-11,86
Road Less Traveled,Lauren Alaina,2017-03-11,87
Not Nice,PARTYNEXTDOOR,2017-03-11,88
Slippery,Migos Featuring Gucci Mane,2017-03-11,89
Selfish,PnB Rock,2017-03-11,90
Super Trapper,Future,2017-03-11,91
In Case You Didn't Know,Brett Young,2017-03-11,92
Dancing On My Own,Calum Scott,2017-03-11,93
How Far I'll Go,Alessia Cara,2017-03-11,94
Black,Dierks Bentley,2017-03-11,95
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,2017-03-11,96
No Favors,Big Sean Featuring Eminem,2017-03-11,97
El Amante,Nicky Jam,2017-03-11,98
Zoom,Future,2017-03-11,99
Yeah Boy,Kelsea Ballerini,2017-03-11,100
Shape Of You,Ed Sheeran,2017-03-04,1
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017-03-04,2
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-03-04,3
Chained To The Rhythm,Katy Perry Featuring Skip Marley,2017-03-04,4
Closer,The Chainsmokers Featuring Halsey,2017-03-04,5
Bad Things,Machine Gun Kelly x Camila Cabello,2017-03-04,6
That's What I Like,Bruno Mars,2017-03-04,7
Love On The Brain,Rihanna,2017-03-04,8
I Feel It Coming,The Weeknd Featuring Daft Punk,2017-03-04,9
Bounce Back,Big Sean,2017-03-04,10
Paris,The Chainsmokers,2017-03-04,11
Fake Love,Drake,2017-03-04,12
24K Magic,Bruno Mars,2017-03-04,13
Starboy,The Weeknd Featuring Daft Punk,2017-03-04,14
Scars To Your Beautiful,Alessia Cara,2017-03-04,15
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017-03-04,16
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017-03-04,17
Million Reasons,Lady Gaga,2017-03-04,18
Mercy,Shawn Mendes,2017-03-04,19
iSpy,KYLE Featuring Lil Yachty,2017-03-04,20
Caroline,Amine,2017-03-04,21
Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,2017-03-04,22
Say You Won't Let Go,James Arthur,2017-03-04,23
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-03-04,24
Can't Stop The Feeling!,Justin Timberlake,2017-03-04,25
All Time Low,Jon Bellion,2017-03-04,26
Body Like A Back Road,Sam Hunt,2017-03-04,27
Let Me Love You,DJ Snake Featuring Justin Bieber,2017-03-04,28
T-Shirt,Migos,2017-03-04,29
Down,Marian Hill,2017-03-04,30
Water Under The Bridge,Adele,2017-03-04,31
Heathens,twenty one pilots,2017-03-04,32
Congratulations,Post Malone Featuring Quavo,2017-03-04,33
Issues,Julia Michaels,2017-03-04,34
Better Man,Little Big Town,2017-03-04,35
Treat You Better,Shawn Mendes,2017-03-04,36
Broccoli,D.R.A.M. Featuring Lil Yachty,2017-03-04,37
This Town,Niall Horan,2017-03-04,38
Dirt On My Boots,Jon Pardi,2017-03-04,39
Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,2017-03-04,40
Party,Chris Brown Featuring Usher &amp; Gucci Mane,2017-03-04,41
Cold,Maroon 5 Featuring Future,2017-03-04,42
I Got You,Bebe Rexha,2017-03-04,43
Location,Khalid,2017-03-04,44
Moves,Big Sean,2017-03-04,45
Make Me (Cry),Noah Cyrus Featuring Labrinth,2017-03-04,46
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-03-04,47
Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,2017-03-04,48
Both,Gucci Mane Featuring Drake,2017-03-04,49
Deja Vu,J. Cole,2017-03-04,50
Love Me Now,John Legend,2017-03-04,51
Castle On The Hill,Ed Sheeran,2017-03-04,52
The Fighter,Keith Urban Featuring Carrie Underwood,2017-03-04,53
Bom Bidi Bom,Nick Jonas &amp; Nicki Minaj,2017-03-04,54
Despacito,Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber,2017-03-04,55
Think A Little Less,Michael Ray,2017-03-04,56
Swang,Rae Sremmurd,2017-03-04,57
Party Monster,The Weeknd,2017-03-04,58
Play That Song,Train,2017-03-04,59
Used To This,Future Featuring Drake,2017-03-04,60
Goosebumps,Travis Scott,2017-03-04,61
Shining,DJ Khaled Featuring Beyonce &amp; JAY Z,2017-03-04,62
No Favors,Big Sean Featuring Eminem,2017-03-04,63
Star Of The Show,Thomas Rhett,2017-03-04,64
Seein' Red,Dustin Lynch,2017-03-04,65
Believer,Imagine Dragons,2017-03-04,66
Today,Brad Paisley,2017-03-04,67
Guys My Age,Hey Violet,2017-03-04,68
A Guy With A Girl,Blake Shelton,2017-03-04,69
Call On Me,Starley,2017-03-04,70
Helium,Sia,2017-03-04,71
Fast,Luke Bryan,2017-03-04,72
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-03-04,73
Look At Me!,XXXTENTACION,2017-03-04,74
In Case You Didn't Know,Brett Young,2017-03-04,75
Any Ol' Barstool,Jason Aldean,2017-03-04,76
Heroe Favorito,Romeo Santos,2017-03-04,77
Chantaje,Shakira Featuring Maluma,2017-03-04,78
Slippery,Migos Featuring Gucci Mane,2017-03-04,79
The Weekend,Brantley Gilbert,2017-03-04,80
Way Down We Go,Kaleo,2017-03-04,81
No Heart,21 Savage &amp; Metro Boomin,2017-03-04,82
Not Nice,PARTYNEXTDOOR,2017-03-04,83
Everything 1K,Kodak Black,2017-03-04,84
Everyday,Ariana Grande Featuring Future,2017-03-04,85
Road Less Traveled,Lauren Alaina,2017-03-04,86
Rolex,Ayo &amp; Teo,2017-03-04,87
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,2017-03-04,88
Selfish,PnB Rock,2017-03-04,89
Wanna Be That Song,Brett Eldredge,2017-03-04,90
How Far I'll Go,Alessia Cara,2017-03-04,91
Black,Dierks Bentley,2017-03-04,92
It Ain't Me,Kygo x Selena Gomez,2017-03-04,93
Yeah Boy,Kelsea Ballerini,2017-03-04,94
Sex With Me,Rihanna,2017-03-04,95
Hurricane,Luke Combs,2017-03-04,96
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,2017-03-04,97
El Amante,Nicky Jam,2017-03-04,98
Redbone,Childish Gambino,2017-03-04,99
Scared To Be Lonely,Martin Garrix &amp; Dua Lipa,2017-03-04,100
Shape Of You,Ed Sheeran,2017-02-25,1
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-02-25,2
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017-02-25,3
Million Reasons,Lady Gaga,2017-02-25,4
Bad Things,Machine Gun Kelly x Camila Cabello,2017-02-25,5
Bounce Back,Big Sean,2017-02-25,6
Closer,The Chainsmokers Featuring Halsey,2017-02-25,7
Scars To Your Beautiful,Alessia Cara,2017-02-25,8
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017-02-25,9
Paris,The Chainsmokers,2017-02-25,10
Fake Love,Drake,2017-02-25,11
Starboy,The Weeknd Featuring Daft Punk,2017-02-25,12
Love On The Brain,Rihanna,2017-02-25,13
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017-02-25,14
24K Magic,Bruno Mars,2017-02-25,15
I Feel It Coming,The Weeknd Featuring Daft Punk,2017-02-25,16
Caroline,Amine,2017-02-25,17
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-02-25,18
Mercy,Shawn Mendes,2017-02-25,19
Let Me Love You,DJ Snake Featuring Justin Bieber,2017-02-25,20
Body Like A Back Road,Sam Hunt,2017-02-25,21
No Favors,Big Sean Featuring Eminem,2017-02-25,22
Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,2017-02-25,23
All Time Low,Jon Bellion,2017-02-25,24
Can't Stop The Feeling!,Justin Timberlake,2017-02-25,25
T-Shirt,Migos,2017-02-25,26
Say You Won't Let Go,James Arthur,2017-02-25,27
iSpy,KYLE Featuring Lil Yachty,2017-02-25,28
Heathens,twenty one pilots,2017-02-25,29
Water Under The Bridge,Adele,2017-02-25,30
Down,Marian Hill,2017-02-25,31
Cheap Thrills,Sia Featuring Sean Paul,2017-02-25,32
This Town,Niall Horan,2017-02-25,33
Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,2017-02-25,34
Broccoli,D.R.A.M. Featuring Lil Yachty,2017-02-25,35
Treat You Better,Shawn Mendes,2017-02-25,36
That's What I Like,Bruno Mars,2017-02-25,37
Moves,Big Sean,2017-02-25,38
Congratulations,Post Malone Featuring Quavo,2017-02-25,39
Better Man,Little Big Town,2017-02-25,40
Issues,Julia Michaels,2017-02-25,41
Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,2017-02-25,42
Believer,Imagine Dragons,2017-02-25,43
Don't Let Me Down,The Chainsmokers Featuring Daya,2017-02-25,44
Love Me Now,John Legend,2017-02-25,45
Dirt On My Boots,Jon Pardi,2017-02-25,46
Make Me (Cry),Noah Cyrus Featuring Labrinth,2017-02-25,47
Party,Chris Brown Featuring Usher &amp; Gucci Mane,2017-02-25,48
The Greatest,Sia Featuring Kendrick Lamar,2017-02-25,49
Bad Romance,Lady Gaga,2017-02-25,50
Deja Vu,J. Cole,2017-02-25,51
Location,Khalid,2017-02-25,52
Both,Gucci Mane Featuring Drake,2017-02-25,53
HandClap,Fitz And The Tantrums,2017-02-25,54
Seein' Red,Dustin Lynch,2017-02-25,55
I Got You,Bebe Rexha,2017-02-25,56
Used To This,Future Featuring Drake,2017-02-25,57
Star Of The Show,Thomas Rhett,2017-02-25,58
Play That Song,Train,2017-02-25,59
Party Monster,The Weeknd,2017-02-25,60
Despacito,Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber,2017-02-25,61
Castle On The Hill,Ed Sheeran,2017-02-25,62
Think A Little Less,Michael Ray,2017-02-25,63
A Guy With A Girl,Blake Shelton,2017-02-25,64
Goosebumps,Travis Scott,2017-02-25,65
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-02-25,66
Chantaje,Shakira Featuring Maluma,2017-02-25,67
My Old Man,Zac Brown Band,2017-02-25,68
Guys My Age,Hey Violet,2017-02-25,69
Sacrifices,Big Sean Featuring Migos,2017-02-25,70
Way Down We Go,Kaleo,2017-02-25,71
Call On Me,Starley,2017-02-25,72
Slippery,Migos Featuring Gucci Mane,2017-02-25,73
Halfway Off The Balcony,Big Sean,2017-02-25,74
Today,Brad Paisley,2017-02-25,75
Jump Out The Window,Big Sean,2017-02-25,76
Swang,Rae Sremmurd,2017-02-25,77
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-02-25,78
The Weekend,Brantley Gilbert,2017-02-25,79
Fast,Luke Bryan,2017-02-25,80
No Heart,21 Savage &amp; Metro Boomin,2017-02-25,81
Not Nice,PARTYNEXTDOOR,2017-02-25,82
How Far I'll Go,Alessia Cara,2017-02-25,83
Any Ol' Barstool,Jason Aldean,2017-02-25,84
Selfish,PnB Rock,2017-02-25,85
Owe Me,Big Sean,2017-02-25,86
Beauty And The Beast,Ariana Grande &amp; John Legend,2017-02-25,87
Wanna Be That Song,Brett Eldredge,2017-02-25,88
I Don't,Mariah Carey Featuring YG,2017-02-25,89
Road Less Traveled,Lauren Alaina,2017-02-25,90
80s Mercedes,Maren Morris,2017-02-25,91
How Far I'll Go,Auli'i Cravalho,2017-02-25,92
Now & Later,Sage The Gemini,2017-02-25,93
In Case You Didn't Know,Brett Young,2017-02-25,94
Look At Me!,XXXTENTACION,2017-02-25,95
OTW,DJ Luke Nasty,2017-02-25,96
Light,Big Sean Featuring Jeremih,2017-02-25,97
Redbone,Childish Gambino,2017-02-25,98
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,2017-02-25,99
Kelly Price,Migos Featuring Travis Scott,2017-02-25,100
Shape Of You,Ed Sheeran,2017-02-18,1
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-02-18,2
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017-02-18,3
Bad Things,Machine Gun Kelly x Camila Cabello,2017-02-18,4
Closer,The Chainsmokers Featuring Halsey,2017-02-18,5
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017-02-18,6
Starboy,The Weeknd Featuring Daft Punk,2017-02-18,7
Fake Love,Drake,2017-02-18,8
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017-02-18,9
Scars To Your Beautiful,Alessia Cara,2017-02-18,10
Paris,The Chainsmokers,2017-02-18,11
24K Magic,Bruno Mars,2017-02-18,12
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-02-18,13
Love On The Brain,Rihanna,2017-02-18,14
Bounce Back,Big Sean,2017-02-18,15
I Feel It Coming,The Weeknd Featuring Daft Punk,2017-02-18,16
Caroline,Amine,2017-02-18,17
Let Me Love You,DJ Snake Featuring Justin Bieber,2017-02-18,18
T-Shirt,Migos,2017-02-18,19
All Time Low,Jon Bellion,2017-02-18,20
Mercy,Shawn Mendes,2017-02-18,21
Can't Stop The Feeling!,Justin Timberlake,2017-02-18,22
Heathens,twenty one pilots,2017-02-18,23
Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,2017-02-18,24
This Town,Niall Horan,2017-02-18,25
Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,2017-02-18,26
iSpy,KYLE Featuring Lil Yachty,2017-02-18,27
Water Under The Bridge,Adele,2017-02-18,28
Say You Won't Let Go,James Arthur,2017-02-18,29
Cheap Thrills,Sia Featuring Sean Paul,2017-02-18,30
Broccoli,D.R.A.M. Featuring Lil Yachty,2017-02-18,31
Treat You Better,Shawn Mendes,2017-02-18,32
Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,2017-02-18,33
Better Man,Little Big Town,2017-02-18,34
Love Me Now,John Legend,2017-02-18,35
Don't Let Me Down,The Chainsmokers Featuring Daya,2017-02-18,36
Down,Marian Hill,2017-02-18,37
Body Like A Back Road,Sam Hunt,2017-02-18,38
Congratulations,Post Malone Featuring Quavo,2017-02-18,39
The Greatest,Sia Featuring Kendrick Lamar,2017-02-18,40
Play That Song,Train,2017-02-18,41
Blue Ain't Your Color,Keith Urban,2017-02-18,42
Dirt On My Boots,Jon Pardi,2017-02-18,43
Party,Chris Brown Featuring Usher &amp; Gucci Mane,2017-02-18,44
Star Of The Show,Thomas Rhett,2017-02-18,45
Make Me (Cry),Noah Cyrus Featuring Labrinth,2017-02-18,46
Deja Vu,J. Cole,2017-02-18,47
Slippery,Migos Featuring Gucci Mane,2017-02-18,48
X,21 Savage &amp; Metro Boomin Featuring Future,2017-02-18,49
Castle On The Hill,Ed Sheeran,2017-02-18,50
Both,Gucci Mane Featuring Drake,2017-02-18,51
A Guy With A Girl,Blake Shelton,2017-02-18,52
HandClap,Fitz And The Tantrums,2017-02-18,53
Used To This,Future Featuring Drake,2017-02-18,54
Party Monster,The Weeknd,2017-02-18,55
Seein' Red,Dustin Lynch,2017-02-18,56
That's What I Like,Bruno Mars,2017-02-18,57
Kelly Price,Migos Featuring Travis Scott,2017-02-18,58
I Got You,Bebe Rexha,2017-02-18,59
Location,Khalid,2017-02-18,60
Despacito,Luis Fonsi &amp; Daddy Yankee Featuring Justin Bieber,2017-02-18,61
Call Casting,Migos,2017-02-18,62
Way Down We Go,Kaleo,2017-02-18,63
Issues,Julia Michaels,2017-02-18,64
Chantaje,Shakira Featuring Maluma,2017-02-18,65
Run Up,Major Lazer Featuring PARTYNEXTDOOR &amp; Nicki Minaj,2017-02-18,66
Goosebumps,Travis Scott,2017-02-18,67
Think A Little Less,Michael Ray,2017-02-18,68
The Weekend,Brantley Gilbert,2017-02-18,69
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-02-18,70
I'm Better,Missy Elliott Featuring Lamb,2017-02-18,71
Get Right Witcha,Migos,2017-02-18,72
No Heart,21 Savage &amp; Metro Boomin,2017-02-18,73
Moves,Big Sean,2017-02-18,74
How Far I'll Go,Auli'i Cravalho,2017-02-18,75
Swang,Rae Sremmurd,2017-02-18,76
How Far I'll Go,Alessia Cara,2017-02-18,77
Selfish,PnB Rock,2017-02-18,78
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-02-18,79
Road Less Traveled,Lauren Alaina,2017-02-18,80
Today,Brad Paisley,2017-02-18,81
Call On Me,Starley,2017-02-18,82
Not Nice,PARTYNEXTDOOR,2017-02-18,83
If The Boot Fits,Granger Smith,2017-02-18,84
Wanna Be That Song,Brett Eldredge,2017-02-18,85
Fast,Luke Bryan,2017-02-18,86
Guys My Age,Hey Violet,2017-02-18,87
Scared To Be Lonely,Martin Garrix &amp; Dua Lipa,2017-02-18,88
80s Mercedes,Maren Morris,2017-02-18,89
Dirty Laundry,Carrie Underwood,2017-02-18,90
Fresh Eyes,Andy Grammer,2017-02-18,91
OTW,DJ Luke Nasty,2017-02-18,92
Culture,Migos Featuring DJ Khaled,2017-02-18,93
Redbone,Childish Gambino,2017-02-18,94
Any Ol' Barstool,Jason Aldean,2017-02-18,95
Sex With Me,Rihanna,2017-02-18,96
Black,Dierks Bentley,2017-02-18,97
Alone,Marshmello,2017-02-18,98
El Amante,Nicky Jam,2017-02-18,99
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,2017-02-18,100
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-02-11,1
Shape Of You,Ed Sheeran,2017-02-11,2
Closer,The Chainsmokers Featuring Halsey,2017-02-11,3
Bad Things,Machine Gun Kelly x Camila Cabello,2017-02-11,4
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017-02-11,5
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017-02-11,6
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017-02-11,7
Starboy,The Weeknd Featuring Daft Punk,2017-02-11,8
Fake Love,Drake,2017-02-11,9
Scars To Your Beautiful,Alessia Cara,2017-02-11,10
24K Magic,Bruno Mars,2017-02-11,11
Side To Side,Ariana Grande Featuring Nicki Minaj,2017-02-11,12
Paris,The Chainsmokers,2017-02-11,13
Love On The Brain,Rihanna,2017-02-11,14
Bounce Back,Big Sean,2017-02-11,15
Let Me Love You,DJ Snake Featuring Justin Bieber,2017-02-11,16
